fips,name,trump_pct,medicaid_pct
5101,Newton,76.60538236077804,25.45022511255628
5103,Ouachita,53.86009058882738,27.994157740993188
5105,Perry,69.85601486298188,22.47985851837296
5107,Phillips,35.179059398820655,37.58784519449668
5109,Pike,79.12584777694047,27.144686299615877
5111,Poinsett,71.25097125097125,33.569156061620895
5113,Polk,80.40335317701373,30.327301493127656
5115,Pope,72.02800301298241,21.459123946742135
5117,Prairie,72.73519163763066,26.575375666505092
5119,Pulaski,38.33930002002804,19.8837931455626
5121,Randolph,70.68506035428751,26.67435158501441
5123,St. Francis,43.00134589502019,34.09771108207225
5125,Saline,68.83493282149712,16.682657285503616
5127,Scott,77.8062678062678,24.858757062146893
5129,Searcy,79.26502145922747,30.62468257998984
5131,Sebastian,65.25304119900531,22.882101608389945
5133,Sevier,71.94213064445418,26.252927400468383
5135,Sharp,74.58959856531936,28.761035729098772
5137,Stone,73.74932759548145,31.44446235692407
5139,Union,61.89179590387119,24.67190296281567
5141,Van Buren,73.33424172230549,23.65226704748304
5143,Washington,50.66637348676415,16.92881103242639
5145,White,75.2776884888746,21.207539433389286
5147,Woodruff,52.39206534422404,34.50386128515227
5149,Yell,71.56390743904333,25.842696629213485
6001,Alameda,14.543706778784705,17.861240117430885
6003,Alpine,36.04651162790697,22.458001768346598
6005,Amador,58.36998274230363,19.370437956204377
6007,Butte,46.53924661347189,26.69883302392505
6009,Calaveras,57.41787429348519,18.133477535937992
6011,Colusa,53.023741974018215,30.0636642301344
6013,Contra Costa,24.51428498945063,16.094909385671162
6015,Del Norte,53.714166143544674,36.38066691644811
6017,El Dorado,51.7577693932674,14.664788265517528
6019,Fresno,43.213312803505865,33.923941638731776
6021,Glenn,61.11932418162619,27.661185633924706
6023,Humboldt,30.614523277901824,26.07306549618549
6025,Imperial,26.416585223846457,36.171113177407435
6027,Inyo,51.937889717569384,20.67581130812981
6029,Kern,53.0727423893055,31.048049286222206
6031,Kings,52.73389682308365,25.924932564982832
6033,Lake,42.954407294832826,31.362848589884983
6035,Lassen,70.79166277222171,20.308588594055802
6037,Los Angeles,22.41333625289287,23.94283857092415
6039,Madera,53.68561380927207,35.21637855360562
6041,Marin,15.475217332584604,11.21589108852218
6043,Mariposa,58.40937253576659,17.43301544050863
6045,Mendocino,28.716866675458263,31.6005171896285
6047,Merced,40.57833844241337,36.17588887355687
6049,Modoc,70.1535258912308,26.599552572706937
6051,Mono,39.97348986934293,17.581011938601478
6053,Monterey,26.15660230271048,24.591467400318045
6055,Napa,28.369614808055793,15.62495483908262
6057,Nevada,42.53208337125694,16.21934479296851
6059,Orange,42.34982100522663,16.94707683053472
6061,Placer,51.14286328645766,10.670698155566317
6063,Plumas,55.0253807106599,19.354324008084248
6065,Riverside,44.35014526391719,23.270443844631966
6067,Sacramento,33.75316787749985,24.109774223472897
6069,San Benito,35.44435403670555,21.156895199930307
6071,San Bernardino,41.47508421472729,26.679436731838873
6073,San Diego,36.57118799755052,16.465981870016698
6075,San Francisco,9.22502270273975,17.388272916773804
6077,San Joaquin,39.17850944044546,27.849296748641216
6079,San Luis Obispo,40.93526333435373,13.890496327620744
6081,San Mateo,18.426192172629648,13.32943097115116
6083,Santa Barbara,31.510303111617976,19.213151916860628
6085,Santa Clara,20.580381947651656,15.345019551735453
6087,Santa Cruz,17.25840691628465,18.133990037499302
6089,Shasta,63.90452211690363,25.768864710222054
6091,Sierra,56.40473627556513,25.44299565362755
6093,Siskiyou,55.34084809447128,28.618827513614935
6095,Solano,30.87719298245614,19.40764684644518
6097,Sonoma,22.03486453238921,16.747205912911678
6099,Stanislaus,45.006479134892146,29.661398600864825
6101,Sutter,53.736991485335864,29.066972925838492
6103,Tehama,64.80675924376777,31.24071263082208
6105,Trinity,48.61687413554633,24.14133738601824
6107,Tulare,51.09375821633275,34.76621300420014
6109,Tuolumne,56.196655466728465,21.410306845003934
6111,Ventura,37.15821368296607,17.39209670322292
6113,Yolo,25.263734925082225,17.677734792667042
6115,Yuba,57.26584920427863,32.64192600300938
8001,Adams,41.348224105082174,20.783635457933094
8003,Alamosa,43.89681510304078,32.47171838462997
8005,Arapahoe,38.62523428631768,14.764982734068177
8007,Archuleta,58.10055865921788,21.32084852502486
8009,Baca,81.42127264282396,28.52777777777778
8011,Bent,61.65023352361183,32.91942604856512
8013,Boulder,22.002179170320762,10.834296699442763
8014,Broomfield,38.118864420270626,9.142866609237293
8015,Chaffee,47.92,17.05152007426317
8017,Cheyenne,83.9382940108893,14.460909555442003
8019,Clear Creek,43.897033753835665,9.623709623709624
8021,Conejos,47.58826454500248,33.54044834307992
8023,Costilla,31.818181818181817,37.89444289304664
8025,Crowley,70.66142763588736,39.74213978737842
8027,Custer,67.2211350293542,21.51189920671955
8029,Delta,69.41631923764146,20.88852380463429
8031,Denver,18.89095138796813,21.18619162609603
8033,Dolores,75.2191235059761,23.630504833512354
8035,Douglas,54.7056,4.571284789506534
8037,Eagle,35.64207271141419,7.974466463414634
8039,Elbert,73.24780976220275,9.63343293632423
8041,El Paso,56.18996262948007,15.93776134371926
8043,Fremont,68.82082555864015,24.863176516114766
8045,Garfield,49.61088024178315,13.475907356464637
8047,Gilpin,43.79194630872483,11.689481268011527
8049,Grand,52.328830926874716,9.923344947735192
8051,Gunnison,34.944751381215475,12.795692031540485
8053,Hinsdale,57.555178268251275,13.958810068649885
8055,Huerfano,49.77531060005287,24.260167748061402
8057,Jackson,73.05458768873403,23.007518796992482
8059,Jefferson,42.014029305254454,10.75843298576324
8061,Kiowa,85.14619883040936,17.154811715481173
8063,Kit Carson,80.14586709886548,16.69496321448783
8065,Lake,39.69990622069396,18.781656399726216
8067,La Plata,40.40770465489567,11.447498291701464
8069,Larimer,42.57045325822401,12.161832650902676
8071,Las Animas,54.6150448991609,24.123402128115405
8073,Lincoln,77.66830870279146,21.15333510496944
8075,Logan,74.90228348076528,20.047855869381628
8077,Mesa,64.10358770958354,19.746448505028727
8079,Mineral,52.760736196319016,12.278308321964529
8081,Moffat,81.30268199233717,17.60178557684907
8083,Montezuma,61.074817234406595,22.549519513630123
8085,Montrose,67.88445199660153,23.1311706629055
8087,Morgan,68.10200668896321,23.27440926530173
8089,Otero,58.30572645527686,35.2108843537415
8091,Ouray,40.81570996978852,10.960698689956331
8093,Park,58.894115388307576,10.716289508135404
8095,Phillips,76.80102915951973,20.111472364143058
8097,Pitkin,24.232633279483036,5.488682831307954
8099,Prowers,70.39473684210526,24.62240663900415
8101,Pueblo,46.11169035933169,28.654525617360306
8103,Rio Blanco,80.89855072463769,15.06497431248111
8105,Rio Grande,55.74629562703288,26.438177874186554
8107,Routt,37.394537394537394,7.656967840735068
8109,Saguache,40.45855379188713,29.079497907949794
8111,San Juan,42.490118577075094,19.636963696369637
8113,San Miguel,23.862323862323862,11.05297580117724
8115,Sedgwick,74.41348973607037,23.640256959314776
8117,Summit,31.532088537158405,6.691617285234084
8119,Teller,67.4674605372473,14.985066874431894
8121,Washington,84.12001463593121,19.01813356921716
8123,Weld,56.59824263457136,16.549093593634648
8125,Yuma,80.35900647046546,19.46021312618265
9001,Fairfield,38.004173699992165,14.7409888025047
9003,Hartford,36.41831177002635,19.653136573220735
9005,Litchfield,54.443669054411856,14.43932993287429
9007,Middlesex,43.85606607690919,11.603106739026572
9009,New Haven,41.964507158198025,20.57069451603926
9011,New London,43.761738229389294,18.594378586110675
9013,Tolland,44.16460012399256,12.356787195011322
9015,Windham,50.660134191212634,23.484449357850462
10001,Kent,49.50019403444446,23.01285718587215
10003,New Castle,32.52160818924705,17.45536984549892
10005,Sussex,59.00797315891656,22.164033504965598
11001,District of Columbia,4.087474459308377,26.238513375536044
12001,Alachua,35.99846272098386,13.045535327351015
12003,Baker,81.02321920503739,19.552596321708414
12005,Bay,70.4971549046723,18.942924470380483
12007,Bradford,73.30975489389702,20.84257206208426
12009,Brevard,57.15956132658161,15.241600431878782
12011,Broward,31.162495760627092,16.30492271970316
12013,Calhoun,75.96279373368147,25.371473976956693
12015,Charlotte,61.96096185703849,14.76700833035967
12017,Citrus,67.72123563647216,19.89982941966392
12019,Clay,69.851933989955,14.498919641938471
12021,Collier,61.111239928120106,13.596219718542363
12023,Columbia,70.56541019955654,24.389703321407087
12027,DeSoto,62.16637622672659,30.142443264123614
12029,Dixie,80.3477780844604,27.30204473720324
12031,Duval,48.484904013761735,19.101820006553215
12033,Escambia,57.60319642996134,17.908138653435323
12035,Flagler,58.375153051546036,16.26730405338114
12037,Franklin,68.08054134345602,22.030259660601104
12039,Gadsden,30.287206266318538,25.66126134321909
12041,Gilchrist,79.5561850802644,20.33147773279352
12043,Glades,68.370607028754,22.395571212883745
12045,Gulf,72.69131087164098,18.730960695445425
12047,Hamilton,62.70260426151884,29.311125192359917
12049,Hardee,68.56769130150425,36.450337287741334
12051,Hendry,55.401538186370956,26.399109349118856
12053,Hernando,62.302564156744246,19.657610675238928
12055,Highlands,64.25637347590794,23.81608297441485
12057,Hillsborough,44.191823014125085,18.386619461896608
12059,Holmes,87.4590930341281,26.04131391804944
12061,Indian River,60.19636246579753,16.346126671000196
12063,Jackson,67.38031097877972,22.088664231987813
12065,Jefferson,51.11197815060476,19.792198943961846
12067,Lafayette,82.3512166520082,20.031365839749075
12069,Lake,59.94767162182774,15.668115729660204
12071,Lee,58.08765109381918,16.505057933008597
12073,Leon,34.975727997608544,13.087188293799864
12075,Levy,70.64464844350992,26.066531234129
12077,Liberty,76.78140096618358,20.475346914673754
12079,Madison,56.80327868852459,25.546963975304205
12081,Manatee,56.398369081142086,15.57000372446032
12083,Marion,61.303581580443435,20.316743044637782
12085,Martin,61.413087391640595,12.01236933212329
12086,Miami-Dade,33.83327036004177,22.557703210661654
12087,Monroe,50.9667961933127,12.058601541862094
12089,Nassau,72.91879468845761,14.854001969709069
12091,Okaloosa,70.41705845478765,13.78259285027996
12093,Okeechobee,67.98924496766223,28.801677982005852
12095,Orange,35.371497113618,17.056032152639595
12097,Osceola,35.5567022697873,22.365854066625396
12099,Palm Beach,40.888185742676505,14.649485230387219
12101,Pasco,58.414075185497296,17.614604873783087
12103,Pinellas,48.082052725207795,15.28721530308085
12105,Polk,54.859584136265596,21.096418732782368
12107,Putnam,66.47848412960572,26.91037339752561
12109,St. Johns,64.33556287451214,9.538256551829912
12111,St. Lucie,49.501736001070476,20.941322175263792
12113,Santa Rosa,73.67619863786027,14.072988093907579
12115,Sarasota,53.7870699753191,11.663356798623507
12117,Seminole,48.101315893568206,12.480212417398347
12119,Sumter,68.2695046479712,10.284708249496981
12121,Suwannee,76.04726672699206,27.18983735011279
12123,Taylor,74.13350449293966,22.177419354838708
12125,Union,79.83222649423278,22.976344944605252
12127,Volusia,54.31786932444032,17.18382887459988
12129,Wakulla,68.06526806526807,17.40015263291783
12131,Walton,75.98088382795444,18.630781290828324
12133,Washington,77.04040674337705,28.084894109110696
13001,Appling,78.35139760410725,25.42193505263744
13003,Atkinson,71.95402298850576,25.44750846637639
13005,Bacon,83.681592039801,23.49313148303897
13007,Baker,53.81944444444444,21.719319562575944
13009,Baldwin,47.75999007197816,19.33786702200983
13011,Banks,87.94265232974911,18.38528303946722
13013,Barrow,72.6334262413544,17.75536923034068
13015,Bartow,75.27999395968087,18.698936180799507
13017,Ben Hill,62.98854447439353,29.061024654659906
13019,Berrien,82.27617602427921,20.405109293998184
13021,Bibb,38.4098025432935,24.32505738914138
13023,Bleckley,74.76879774829112,21.59760923996446
13025,Brantley,88.35105538803364,23.54700157668678
13027,Brooks,58.41224747474747,25.67636876522631
13029,Bryan,69.39300072497198,13.65612770979564
13031,Bulloch,59.63422341602149,15.189891111390672
13033,Burke,48.0269489894129,29.28565152447061
13035,Butts,70.60121925583351,20.986713653031096
13037,Calhoun,40.98765432098765,29.702546543976034
13039,Camden,64.55503697100006,12.13756746579641
13043,Candler,70.79457879351581,26.97319434102755
13045,Carroll,67.5431296250478,19.86861942709455
13047,Catoosa,77.49072011878248,13.064528563719065
13049,Charlton,73.48107569721115,17.98658857482387
13051,Chatham,40.4136186322987,15.131634717804504
13053,Chattahoochee,54.02877697841727,9.033061280951722
13055,Chattooga,78.30828889966068,26.907441482305614
13057,Cherokee,71.50748333096894,9.72000657657938
13059,Clarke,27.964200897176532,15.86584165846662
13061,Clay,44.46190102120974,35.489166119500986
13063,Clayton,13.512502671511006,24.00831830785315
13065,Clinch,70.34623217922606,28.753753753753752
13067,Cobb,45.77408713456945,10.673781213674495
13069,Coffee,68.90406036651096,25.546430827542643
13071,Colquitt,72.65120375807399,26.76093622465862
13073,Columbia,66.07419448832181,9.544400153142805
13075,Cook,68.94502228826151,24.74983717212387
13077,Coweta,68.37003697154799,13.34708597155613
13079,Crawford,70.22797527047913,21.644742151561616
13081,Crisp,60.55644302449414,30.452656899190906
13083,Dade,80.91957705863506,16.905989199803635
13085,Dawson,83.75634517766497,13.299244108492664
13087,Decatur,58.526152051331906,27.415394060317706
13089,DeKalb,16.192594596805403,17.19672808674322
13091,Dodge,71.63646739905836,22.91916089740253
13093,Dooly,50.55713915522156,26.681987479198032
13095,Dougherty,30.017308651392028,28.40021413510177
13097,Douglas,42.98209151685199,16.481088789224415
13099,Early,53.333333333333336,25.690978886756238
13101,Echols,85.19458544839256,24.530632411067195
13103,Effingham,76.19575411373518,11.948719846085542
13105,Elbert,66.25766871165644,24.44697715381029
13107,Emanuel,67.87531806615776,28.607203023266404
13109,Evans,66.53750345972875,26.882865440464666
13111,Fannin,81.1047490737622,19.7345545520078
13113,Fayette,56.97842662288046,8.699604816415889
13115,Floyd,69.17383820998279,21.65175484323968
13117,Forsyth,70.58223192271937,6.851674836810117
13119,Franklin,82.50292397660819,25.23855179655755
13121,Fulton,26.84506701979027,15.044243250199706
13123,Gilmer,82.02458310498709,19.609498680738785
13125,Glascock,88.84892086330936,14.772727272727273
13127,Glynn,62.46769463077504,19.65413087073853
13129,Gordon,79.6925821005141,19.933152664859982
13131,Grady,65.70064039943558,29.152528841164028
13133,Greene,62.01988251242657,21.20217902686641
13135,Gwinnett,44.41426197310772,13.839930689707655
13137,Habersham,80.75675013775792,17.038618280613235
13139,Hall,72.71794439290433,16.69015707311322
13141,Hancock,23.54748603351955,23.570511906459434
13143,Haralson,84.39728801620147,21.81760158853982
13145,Harris,72.33062659071628,12.013599134600526
13147,Hart,72.0173964614016,20.634148319344767
13149,Heard,79.80108927302865,24.89105804427401
13151,Henry,46.01527670152063,14.825018437894036
13153,Houston,58.97235306845986,16.51495088013644
13155,Irwin,74.00544959128067,24.983081434694338
13157,Jackson,79.44276284599394,13.576354679802954
13159,Jasper,72.12572373862697,22.137404580152673
13161,Jeff Davis,80.53375196232338,27.659002285867956
13163,Jefferson,43.95809414466131,27.902432875330895
13165,Jenkins,62.00916230366492,28.52941176470588
13167,Johnson,68.33966359196961,25.54412560909583
13169,Jones,66.17002629272568,16.73284374011736
13171,Lamar,68.18181818181817,21.179504428747617
13173,Lanier,69.10484151863461,26.5463394848915
13175,Laurens,63.54838709677419,23.997096436730075
13177,Lee,75.27398713144312,14.2370917517561
13179,Liberty,37.99789382394846,15.226358667629164
13181,Lincoln,67.25987323256948,17.1099174636447
13183,Long,63.784308962837024,22.922415452736956
13185,Lowndes,57.22787991006481,19.987283332872586
13187,Lumpkin,76.84748741711273,14.602654432246437
13189,McDuffie,58.610271903323266,23.239866610304823
13191,McIntosh,59.07165847873962,21.830732724527216
13193,Macon,35.922556566363426,28.21326821326821
13195,Madison,76.16091383163646,20.184630738522955
13197,Marion,60.21943573667712,20.048616738048388
13199,Meriwether,56.6561788000434,26.210610856521942
13201,Miller,74.33176100628931,27.2081745756841
13205,Mitchell,54.30203045685279,27.990948919166147
13207,Monroe,69.61456609127453,14.4466973407159
13209,Montgomery,74.66442953020133,22.16272843673612
13211,Morgan,69.22427440633246,16.606416629010393
13213,Murray,83.0069031947343,21.586094236561333
13215,Muscogee,38.80043149946062,21.328977898484865
13217,Newton,47.27383697273837,21.356388730511373
13219,Oconee,66.62861680480421,7.274853801169591
13221,Oglethorpe,69.29877135151334,18.300563728860165
13223,Paulding,68.20916949204313,13.139064182420368
13225,Peach,50.344122023809526,19.591185635851016
13227,Pickens,82.87807654004837,14.035564001628886
13229,Pierce,86.19887840240733,22.948376796168173
13231,Pike,83.41547277936962,13.684810487318325
13233,Polk,77.48153359127681,22.595707231213026
13235,Pulaski,67.6005547850208,23.78819548123818
13237,Putnam,68.97133220910624,16.280062615625447
13239,Quitman,55.07662835249042,29.836629406706795
13241,Rabun,78.66616616616616,15.7714570237132
13243,Randolph,43.842704380820976,35.34806169237182
13245,Richmond,32.17494245314042,24.384682414205137
13247,Rockdale,35.387402525796205,16.599364106848615
13249,Schley,77.10843373493977,24.89160425699645
13251,Screven,57.830271216097984,24.0750126710593
13253,Seminole,65.35674470457079,24.852822347916426
13255,Spalding,60.869903516962346,25.316113004427176
13257,Stephens,78.30871115639327,22.322857700566072
13259,Stewart,39.1156462585034,29.781293624941835
13261,Sumter,48.07727355567705,32.293782349472586
13263,Talbot,36.845348120764015,20.07727975270479
13265,Taliaferro,38.90746934225195,26.380011621150494
13267,Tattnall,73.82297551789078,22.832578253706753
13269,Taylor,60.56338028169014,26.80336872940315
13271,Telfair,64.54162276080085,27.788868481993134
13273,Terrell,44.736213893530675,32.61285601711133
13275,Thomas,59.71705137751303,23.584606318843207
13277,Tift,67.40277094029116,25.075558638458105
13279,Toombs,72.39001969796455,26.514587674903247
13281,Towns,79.58308693081018,14.21587062805566
13283,Treutlen,66.92563817980022,26.158680282796542
13285,Troup,60.31940561449197,20.24319715281382
13287,Turner,61.65391406709829,29.63426853707415
13289,Twiggs,50.135501355013545,24.124005226273905
13291,Union,81.67122606316836,14.503996238834038
13293,Upson,66.69105542344978,27.30985589889805
13295,Walker,79.10335615294707,19.164340414097836
13297,Walton,76.47795960489458,16.912169039791277
13299,Ware,69.87032173342088,26.539418092469962
13301,Warren,42.45929734361611,26.299471092467623
13303,Washington,49.03675688452901,24.714471968709255
13305,Wayne,78.29636031883223,20.260429744951036
13307,Webster,56.451612903225815,24.12523020257827
13309,Wheeler,67.60228353948621,27.431593469763165
13311,White,81.94257891202149,15.783560452305014
13313,Whitfield,70.24920086111293,19.704951555577193
13315,Wilcox,70.43010752688173,24.167747514051015
13317,Wilkes,57.33392777530094,23.314320635567327
13319,Wilkinson,54.420340564497316,22.935285883493055
13321,Worth,74.16515973477999,24.847560975609756
15001,Hawaii,26.97982024758352,24.607123529504484
15003,Honolulu,31.605724483012004,15.318782062953165
15007,Kauai,28.76020505031327,16.958622991742015
15009,Maui,25.88507074790644,16.62032823924436
16001,Ada,47.9135683220132,11.120184117216759
16003,Adams,71.27805771873568,15.644490644490643
16005,Bannock,51.4124970074216,16.996378836853236
16007,Bear Lake,75.23907103825137,13.576271186440678
16009,Benewah,74.1457586618877,17.55165518773606
16011,Bingham,65.60601503759399,18.081123590527458
16013,Blaine,31.14509511376352,9.091763379222854
16015,Boise,70.0839014158364,14.904477176607847
16017,Bonner,63.71102516353913,15.87593929571239
16019,Bonneville,60.37629180705999,16.197731473228945
16021,Boundary,73.38756536897154,16.796767379924695
16023,Butte,74.30894308943088,16.59021406727829
16025,Camas,69.49152542372882,23.574144486692013
16027,Canyon,64.8787524902109,22.350825650896567
16029,Caribou,74.95881383855024,11.56594224471569
16031,Cassia,72.7439471753485,17.24377936314599
16033,Clark,71.73144876325088,20.199778024417313
16035,Clearwater,75.03288608260983,14.902951342727999
16037,Custer,73.6122618061309,8.710138029509757
16039,Elmore,68.24689040131425,17.66624843161857
16041,Franklin,70.94017094017094,15.115013988187753
16043,Fremont,71.5660542432196,15.977961432506888
16045,Gem,75.18229821473471,17.733574442435202
16047,Gooding,72.1055673280678,21.597359735973598
16049,Idaho,78.23393659662334,17.405624524955662
16051,Jefferson,73.51633986928104,19.54513148542999
16053,Jerome,68.78980891719745,20.419847328244277
16055,Kootenai,67.03212185190772,14.727344820629831
16057,Latah,39.976888791063665,10.434076441463862
16059,Lemhi,73.5107421875,17.74256396934667
16061,Lewis,75.59748427672956,17.216604576902608
16063,Lincoln,67.7345537757437,22.620187703505078
16065,Madison,56.992605813360534,15.593265279066685
16067,Minidoka,71.12501819240286,17.849355797819623
16069,Nez Perce,62.199872100459274,15.534353097662045
16071,Oneida,74.03288201160542,14.245014245014245
16073,Owyhee,77.75796178343948,21.578759800427655
16075,Payette,74.55193014705883,16.143338655313112
16077,Power,60.40609137055838,20.727889381685362
16079,Shoshone,64.39453125,18.164915117219078
16081,Teton,43.54903536977492,11.784151677199805
16083,Twin Falls,66.3720961371092,16.973997065816764
16085,Valley,54.327911759207325,19.342118916675314
16087,Washington,73.69248035914703,18.82269647011227
17001,Adams,70.5354379449087,21.068231217035766
17003,Alexander,53.04964539007092,39.2756878158338
17005,Bond,64.57067371202113,24.024893708792902
17007,Boone,53.39767836181035,17.67694692993107
17009,Brown,75.49390500210173,12.964746676940859
17011,Bureau,56.00748295214532,18.4290119795991
17013,Calhoun,66.93893426682224,22.097987395812158
17015,Carroll,59.55674949630625,15.70953962980541
17017,Cass,62.76346604215457,18.603940736215062
17019,Champaign,36.41681582049156,14.286905509339192
17021,Christian,68.12043677715319,21.0925691723989
17023,Clark,70.91321897073662,25.53992968357609
17025,Clay,79.07086614173228,27.517529464418917
17027,Clinton,71.25552557552098,12.157995611233021
17029,Coles,59.3256684004015,19.962176927926034
